Date,Time(hours),Bus_id,Weather Condition,Temperature,Bus Stop ID,Bus Delay (mins),Population Density,Holiday Flag,Distance from Previous Bus Stop (km),Total Passenger Count,Bus Frequency (per hour),People Waiting
25/11/2024,17:00:00,Bus_18,Clear,19,23,23,4332,1,1.36,117,5,280
29/11/2024,06:00:00,Bus_19,Clear,34,16,18,7753,1,4.46,43,3,333
14/11/2024,11:00:00,Bus_19,Rainy,11,14,17,7002,1,2.28,368,2,224
28/11/2024,08:00:00,Bus_17,Rainy,11,10,16,6134,1,1.71,115,2,101
05/11/2024,12:00:00,Bus_14,Sunny,24,7,19,7086,0,1.96,283,3,132
15/11/2024,17:00:00,Bus_19,Sunny,13,13,28,3225,0,2.67,37,4,13
17/11/2024,18:00:00,Bus_13,Clear,29,20,23,7200,1,2,302,1,457
30/11/2024,14:00:00,Bus_12,Clear,18,28,12,4997,1,2.28,113,1,441
14/11/2024,15:00:00,Bus_6,Sunny,27,29,2,3771,0,1.54,35,2,497
30/11/2024,06:00:00,Bus_4,Sunny,33,5,29,7524,0,2.18,132,2,98
20/11/2024,13:00:00,Bus_19,Cloudy,12,29,0,3433,0,3.29,336,2,120
05/11/2024,21:00:00,Bus_16,Cloudy,27,3,3,6099,1,2.77,336,3,293
12/11/2024,07:00:00,Bus_13,Sunny,19,15,24,5729,1,2.39,469,4,304
16/11/2024,10:00:00,Bus_4,Cloudy,10,4,12,6407,1,3.99,410,1,199
26/11/2024,09:00:00,Bus_17,Foggy,18,15,16,6140,1,4.57,377,5,1
26/11/2024,09:00:00,Bus_1,Clear,19,14,27,3865,0,4.03,228,3,60
16/11/2024,19:00:00,Bus_18,Clear,33,20,29,5793,0,2.33,147,1,250
21/11/2024,21:00:00,Bus_17,Sunny,28,19,10,5911,0,3.98,122,4,140
07/11/2024,13:00:00,Bus_15,Rainy,24,13,1,5415,0,1.61,81,3,149
04/11/2024,07:00:00,Bus_11,Sunny,27,10,24,3250,1,1.52,173,1,395
01/11/2024,21:00:00,Bus_13,Cloudy,31,21,15,7951,1,2.38,154,3,44
30/11/2024,14:00:00,Bus_1,Rainy,32,5,1,6757,0,4.23,150,1,371
30/11/2024,07:00:00,Bus_17,Cloudy,19,27,28,7656,0,1.99,375,1,186
05/11/2024,22:00:00,Bus_6,Foggy,22,23,18,3918,0,1.25,58,4,108
23/11/2024,22:00:00,Bus_4,Cloudy,10,20,22,4173,0,1.53,63,5,44
26/11/2024,21:00:00,Bus_16,Foggy,31,29,18,6203,0,4.43,156,4,78
10/11/2024,07:00:00,Bus_15,Foggy,13,20,24,3432,1,3.54,449,1,226
22/11/2024,07:00:00,Bus_15,Cloudy,35,25,15,3835,1,2.01,428,3,162
05/11/2024,10:00:00,Bus_6,Cloudy,13,6,21,5246,0,3.22,356,4,281
04/11/2024,17:00:00,Bus_15,Foggy,27,4,18,5262,0,3.11,427,5,253
02/11/2024,19:00:00,Bus_14,Rainy,29,2,8,3897,0,3.62,421,1,132
20/11/2024,13:00:00,Bus_11,Foggy,20,22,0,6632,1,1.93,322,4,448
10/11/2024,08:00:00,Bus_7,Clear,26,16,9,7567,1,4.46,401,4,372
26/11/2024,18:00:00,Bus_9,Foggy,12,18,18,6815,1,2.24,168,4,375
19/11/2024,09:00:00,Bus_16,Rainy,30,5,0,3246,0,3.78,166,4,474
26/11/2024,06:00:00,Bus_5,Clear,25,22,1,5429,1,1.06,85,3,144
01/11/2024,15:00:00,Bus_10,Sunny,18,4,15,3990,0,2.49,445,5,266
24/11/2024,13:00:00,Bus_18,Sunny,28,30,11,6310,1,2.41,137,5,109
05/11/2024,07:00:00,Bus_3,Rainy,14,13,7,3926,1,3.17,461,1,194
13/11/2024,13:00:00,Bus_13,Foggy,33,19,22,6438,1,1.29,459,2,35
04/11/2024,07:00:00,Bus_11,Cloudy,22,23,17,5607,0,4.16,189,3,467
16/11/2024,06:00:00,Bus_17,Rainy,19,2,1,4074,0,1.87,464,1,390
24/11/2024,16:00:00,Bus_13,Clear,19,13,24,7022,1,3.71,400,1,275
16/11/2024,14:00:00,Bus_6,Clear,26,11,28,6799,0,4.21,379,4,187
23/11/2024,13:00:00,Bus_17,Sunny,35,30,12,7784,0,3.25,2,2,437
02/11/2024,19:00:00,Bus_13,Clear,31,22,5,6151,0,3.96,106,2,500
17/11/2024,12:00:00,Bus_19,Rainy,30,29,20,6438,0,3.65,364,3,243
28/11/2024,09:00:00,Bus_19,Clear,26,4,25,7573,0,2.42,72,2,264
27/11/2024,15:00:00,Bus_10,Rainy,32,22,5,6491,0,4.24,427,1,462
20/11/2024,06:00:00,Bus_3,Cloudy,31,20,8,3706,0,2.18,126,2,10
24/11/2024,19:00:00,Bus_14,Sunny,19,20,15,6064,1,3.28,170,2,451
12/11/2024,10:00:00,Bus_19,Clear,29,15,10,3753,0,3.98,205,5,166
18/11/2024,12:00:00,Bus_5,Rainy,20,4,6,3587,0,2.52,313,1,29
03/11/2024,09:00:00,Bus_5,Foggy,13,9,30,4334,1,2.21,337,2,271
28/11/2024,20:00:00,Bus_17,Sunny,31,7,9,4847,1,2.84,487,2,87
01/11/2024,22:00:00,Bus_10,Cloudy,17,19,9,6934,1,4.27,472,4,23
01/11/2024,10:00:00,Bus_5,Rainy,35,19,29,6926,1,4.72,195,2,210
29/11/2024,09:00:00,Bus_4,Cloudy,33,6,24,6317,0,3.18,158,2,46
19/11/2024,20:00:00,Bus_6,Cloudy,17,6,19,7020,1,3.65,500,5,467
11/11/2024,17:00:00,Bus_4,Clear,30,20,17,6155,1,4.61,141,1,28
05/11/2024,09:00:00,Bus_7,Clear,18,15,27,7302,0,1.39,275,3,26
12/11/2024,17:00:00,Bus_7,Rainy,30,15,23,5198,0,1.93,7,1,266
03/11/2024,21:00:00,Bus_18,Foggy,27,25,19,3164,0,3.84,393,4,175
01/11/2024,22:00:00,Bus_3,Rainy,9,20,28,4998,1,4.29,467,1,4
01/11/2024,12:00:00,Bus_1,Foggy,15,9,8,6057,0,4.43,493,2,311
08/11/2024,17:00:00,Bus_4,Cloudy,12,4,30,5084,1,2.66,54,4,322
10/11/2024,07:00:00,Bus_6,Sunny,9,18,14,7428,0,1.36,104,1,67
11/11/2024,12:00:00,Bus_9,Rainy,23,18,3,3402,0,2.75,342,4,135
12/11/2024,06:00:00,Bus_14,Rainy,16,5,30,3413,1,1.92,338,3,55
29/11/2024,12:00:00,Bus_12,Foggy,20,20,7,3044,0,2.16,61,1,464
13/11/2024,17:00:00,Bus_4,Cloudy,30,23,8,7157,0,4.09,87,2,31
12/11/2024,17:00:00,Bus_12,Cloudy,30,30,12,5467,0,1.3,258,4,74
14/11/2024,05:00:00,Bus_10,Foggy,26,11,8,3867,0,4.31,178,5,19
02/11/2024,10:00:00,Bus_7,Cloudy,23,5,25,3018,0,2.71,242,4,156
29/11/2024,20:00:00,Bus_3,Clear,25,22,3,3364,1,3.38,203,5,337
19/11/2024,12:00:00,Bus_14,Sunny,22,26,16,6832,1,1.36,31,2,156
18/11/2024,05:00:00,Bus_10,Rainy,22,4,15,3579,0,2.35,289,3,147
03/11/2024,20:00:00,Bus_16,Sunny,26,29,14,3545,1,1.36,462,5,485
23/11/2024,13:00:00,Bus_16,Rainy,28,12,2,7150,1,4.85,80,3,87
17/11/2024,17:00:00,Bus_10,Clear,26,2,24,7873,1,4.23,11,4,20
26/11/2024,15:00:00,Bus_13,Cloudy,24,13,19,6039,0,2.84,417,2,269
08/11/2024,17:00:00,Bus_6,Foggy,9,10,4,7137,0,1.89,254,5,333
29/11/2024,14:00:00,Bus_12,Clear,31,9,22,7044,0,4.73,384,4,43
26/11/2024,08:00:00,Bus_9,Sunny,35,10,4,7326,1,2.38,391,1,395
10/11/2024,10:00:00,Bus_13,Foggy,19,7,19,3452,1,1.64,384,4,432
26/11/2024,11:00:00,Bus_4,Cloudy,23,4,14,6961,0,3.25,287,3,399
30/11/2024,09:00:00,Bus_11,Clear,20,19,17,4381,0,4.78,176,2,401
02/11/2024,15:00:00,Bus_18,Foggy,16,10,14,4467,1,1.02,126,2,438
19/11/2024,17:00:00,Bus_11,Clear,30,30,1,5738,1,1.95,494,4,306
09/11/2024,14:00:00,Bus_4,Clear,28,3,28,4216,0,4.75,47,1,28
07/11/2024,14:00:00,Bus_18,Cloudy,14,25,12,3880,1,1.68,206,3,467
04/11/2024,15:00:00,Bus_1,Rainy,11,21,3,6814,1,1.45,476,4,260
26/11/2024,11:00:00,Bus_7,Foggy,32,29,9,6149,1,3.28,437,4,22
21/11/2024,22:00:00,Bus_6,Cloudy,34,19,12,3084,1,4.45,107,2,470
18/11/2024,08:00:00,Bus_15,Clear,21,21,9,7144,1,2.91,464,3,375
13/11/2024,06:00:00,Bus_18,Cloudy,21,2,28,4168,1,4.98,275,1,101
11/11/2024,18:00:00,Bus_11,Rainy,10,27,30,7164,1,3.72,337,2,39
29/11/2024,17:00:00,Bus_15,Foggy,13,20,8,6129,0,1.3,123,4,290
24/11/2024,16:00:00,Bus_16,Rainy,25,10,7,6645,0,4.97,474,2,353
04/11/2024,11:00:00,Bus_7,Sunny,14,2,2,5526,1,2.63,134,2,300
25/11/2024,06:00:00,Bus_10,Foggy,10,2,15,5867,1,2.15,107,5,170
21/11/2024,17:00:00,Bus_12,Rainy,12,28,30,6516,1,3.23,305,2,296
29/11/2024,18:00:00,Bus_14,Clear,30,24,13,6367,0,2.22,329,2,353
25/11/2024,21:00:00,Bus_5,Foggy,34,17,8,5194,0,1.35,50,3,396
04/11/2024,13:00:00,Bus_18,Foggy,19,16,29,6555,1,1.01,337,2,130
10/11/2024,21:00:00,Bus_5,Cloudy,16,16,20,3445,0,2.8,95,1,156
05/11/2024,12:00:00,Bus_3,Clear,20,14,10,6626,1,4.35,268,4,74
09/11/2024,06:00:00,Bus_5,Sunny,16,7,2,7016,1,3.29,23,3,342
24/11/2024,17:00:00,Bus_17,Rainy,19,21,4,6875,1,5,54,2,465
03/11/2024,07:00:00,Bus_19,Cloudy,30,11,28,6337,1,2.15,374,1,90
17/11/2024,20:00:00,Bus_19,Rainy,28,24,9,3261,1,2.12,254,4,67
03/11/2024,10:00:00,Bus_12,Sunny,16,1,12,4848,1,1.64,453,3,455
16/11/2024,11:00:00,Bus_9,Sunny,16,11,3,7992,1,1.66,235,1,236
04/11/2024,14:00:00,Bus_1,Foggy,34,23,23,7025,0,2.14,484,2,200
18/11/2024,13:00:00,Bus_18,Sunny,25,21,12,5266,1,4.17,59,5,468
17/11/2024,06:00:00,Bus_4,Rainy,28,4,11,3091,0,4.62,164,5,332
07/11/2024,19:00:00,Bus_10,Clear,28,7,4,7222,1,4.9,259,3,227
24/11/2024,09:00:00,Bus_7,Clear,31,26,9,7175,1,1.93,314,1,465
23/11/2024,08:00:00,Bus_1,Foggy,24,15,27,6309,0,4.53,216,4,348
30/11/2024,08:00:00,Bus_17,Rainy,22,18,23,3982,0,2.31,183,1,233
05/11/2024,22:00:00,Bus_2,Rainy,19,12,8,6443,1,1.45,57,5,266
12/11/2024,08:00:00,Bus_11,Sunny,15,17,19,5533,0,4.48,145,3,86
17/11/2024,21:00:00,Bus_9,Rainy,24,1,6,3693,1,3.54,423,2,102
23/11/2024,16:00:00,Bus_7,Cloudy,21,11,1,7120,1,1.66,90,1,441
13/11/2024,21:00:00,Bus_17,Sunny,35,28,21,3155,0,2.72,452,5,481
23/11/2024,14:00:00,Bus_17,Cloudy,23,1,23,6588,0,2.15,311,4,214
25/11/2024,05:00:00,Bus_2,Foggy,32,15,27,4812,0,3.95,45,3,108
03/11/2024,22:00:00,Bus_6,Clear,24,28,22,7114,0,2.81,460,2,165
09/11/2024,22:00:00,Bus_14,Foggy,35,21,6,4407,1,4.96,257,1,461
30/11/2024,18:00:00,Bus_6,Clear,29,10,7,4216,0,1.22,21,4,91
17/11/2024,19:00:00,Bus_2,Foggy,31,7,6,4410,0,2.42,467,2,192
17/11/2024,16:00:00,Bus_1,Rainy,32,2,20,6497,0,2.93,21,5,335
30/11/2024,08:00:00,Bus_10,Cloudy,17,10,22,7372,0,3.01,52,5,86
20/11/2024,07:00:00,Bus_5,Clear,11,24,28,7840,0,2.26,338,4,222
16/11/2024,16:00:00,Bus_2,Sunny,27,4,13,3551,1,3.92,171,5,363
25/11/2024,11:00:00,Bus_16,Cloudy,28,12,25,6394,1,4.5,436,3,424
22/11/2024,15:00:00,Bus_2,Sunny,13,19,18,4176,0,4.75,67,4,101
13/11/2024,05:00:00,Bus_10,Cloudy,18,26,4,7734,0,4.22,113,5,226
27/11/2024,10:00:00,Bus_2,Cloudy,25,11,22,7332,1,4.4,300,1,364
19/11/2024,19:00:00,Bus_16,Foggy,23,8,30,3997,0,3.2,160,5,60
17/11/2024,19:00:00,Bus_16,Clear,31,18,24,7076,1,4.3,266,3,482
04/11/2024,15:00:00,Bus_19,Clear,33,11,30,5731,1,2.21,320,2,250
12/11/2024,06:00:00,Bus_7,Cloudy,16,11,17,6937,0,2.59,232,2,48
29/11/2024,18:00:00,Bus_12,Rainy,23,13,19,7052,1,2.27,463,5,117
09/11/2024,06:00:00,Bus_15,Rainy,29,3,11,3372,0,2.87,325,2,227
19/11/2024,08:00:00,Bus_8,Sunny,22,12,22,5248,0,2.14,68,5,362
12/11/2024,21:00:00,Bus_6,Sunny,28,3,16,3848,1,4.85,28,3,403
09/11/2024,07:00:00,Bus_10,Foggy,15,10,12,5556,1,2.25,437,2,456
07/11/2024,17:00:00,Bus_3,Cloudy,29,27,1,5322,0,1.39,116,1,487
28/11/2024,13:00:00,Bus_19,Sunny,31,17,24,3503,1,3.11,51,5,33
14/11/2024,11:00:00,Bus_17,Sunny,20,22,12,6189,0,1.23,181,2,44
20/11/2024,19:00:00,Bus_7,Cloudy,25,2,25,3702,1,1.44,260,3,476
19/11/2024,15:00:00,Bus_4,Foggy,25,17,6,6625,1,1.88,79,3,165
26/11/2024,06:00:00,Bus_14,Sunny,18,16,27,3314,0,2.86,273,1,368
15/11/2024,19:00:00,Bus_15,Foggy,27,2,9,5376,0,2.73,108,3,345
16/11/2024,18:00:00,Bus_8,Clear,22,28,22,4040,0,4.2,451,3,292
21/11/2024,15:00:00,Bus_15,Foggy,19,22,5,7378,1,3.96,74,2,337
05/11/2024,07:00:00,Bus_14,Rainy,10,30,2,5990,0,2.71,175,5,344
03/11/2024,21:00:00,Bus_9,Rainy,26,20,25,3257,0,2.33,490,4,405
12/11/2024,16:00:00,Bus_8,Foggy,15,6,2,3574,1,2.27,184,3,386
25/11/2024,19:00:00,Bus_17,Rainy,20,28,17,7669,1,4.1,23,3,287
20/11/2024,20:00:00,Bus_2,Clear,34,25,10,4552,0,1.21,274,4,364
27/11/2024,09:00:00,Bus_3,Cloudy,10,29,21,7518,0,1.05,129,3,225
21/11/2024,10:00:00,Bus_8,Rainy,35,10,19,3757,0,4.18,291,2,286
04/11/2024,09:00:00,Bus_12,Rainy,28,28,4,5810,0,2.91,320,2,204
21/11/2024,07:00:00,Bus_1,Foggy,26,10,18,4104,1,1.52,186,4,172
23/11/2024,05:00:00,Bus_10,Clear,14,8,21,7524,1,1.94,479,3,12
16/11/2024,10:00:00,Bus_3,Cloudy,32,1,26,6459,0,4.73,59,3,307
25/11/2024,19:00:00,Bus_6,Foggy,18,13,27,6992,0,4.44,492,5,121
07/11/2024,06:00:00,Bus_7,Foggy,28,24,18,3203,0,3.84,1,3,433
13/11/2024,07:00:00,Bus_18,Clear,23,9,29,5775,1,2.93,131,2,244
21/11/2024,21:00:00,Bus_11,Cloudy,13,22,14,5332,0,3.08,67,1,152
10/11/2024,16:00:00,Bus_19,Clear,28,10,29,4992,0,4.9,293,1,152
26/11/2024,22:00:00,Bus_5,Cloudy,11,15,15,5243,1,4.86,467,1,188
07/11/2024,19:00:00,Bus_19,Clear,13,5,23,3306,1,1.86,285,1,395
14/11/2024,16:00:00,Bus_11,Foggy,33,22,8,4687,0,4.24,89,3,13
26/11/2024,20:00:00,Bus_12,Foggy,16,16,3,7109,0,1.79,417,3,91
05/11/2024,12:00:00,Bus_10,Sunny,16,13,14,4860,1,1.85,100,5,200
03/11/2024,18:00:00,Bus_8,Rainy,16,22,24,4961,0,3.7,189,3,74
23/11/2024,21:00:00,Bus_9,Clear,20,25,11,3722,0,2.62,477,1,256
29/11/2024,12:00:00,Bus_4,Sunny,32,20,22,3779,1,4.73,378,4,456
11/11/2024,19:00:00,Bus_5,Rainy,31,18,2,3528,1,1.36,346,4,448
11/11/2024,18:00:00,Bus_8,Clear,16,11,22,7893,1,3.05,388,2,276
18/11/2024,22:00:00,Bus_9,Cloudy,19,27,13,3343,0,4.67,241,2,328
15/11/2024,11:00:00,Bus_15,Rainy,22,9,16,6786,1,4.62,270,3,329
12/11/2024,07:00:00,Bus_15,Foggy,16,16,18,6682,1,1.63,498,4,71
09/11/2024,16:00:00,Bus_16,Sunny,32,2,5,3208,0,2.47,219,1,78
10/11/2024,07:00:00,Bus_14,Rainy,18,26,3,7736,0,3.48,417,1,284
26/11/2024,18:00:00,Bus_8,Rainy,15,25,6,6406,1,1.64,406,1,130
12/11/2024,19:00:00,Bus_18,Foggy,25,2,29,4311,1,4.87,176,3,377
17/11/2024,18:00:00,Bus_10,Clear,12,12,18,5299,0,4.66,387,3,43
29/11/2024,11:00:00,Bus_6,Cloudy,21,8,16,6336,0,1.67,471,5,8
06/11/2024,21:00:00,Bus_12,Foggy,12,9,24,4947,1,1.48,341,1,13
07/11/2024,16:00:00,Bus_2,Cloudy,13,12,15,3919,1,1.34,233,1,213
14/11/2024,08:00:00,Bus_7,Clear,34,26,14,5044,0,4.64,151,3,111
13/11/2024,13:00:00,Bus_16,Rainy,30,9,21,3418,1,1.77,452,3,476
08/11/2024,10:00:00,Bus_3,Cloudy,12,10,7,4749,0,2.67,277,5,291
10/11/2024,20:00:00,Bus_13,Sunny,26,25,18,5842,1,2.8,229,5,23
09/11/2024,06:00:00,Bus_3,Sunny,14,2,7,4099,0,3.4,171,2,302
18/11/2024,12:00:00,Bus_18,Foggy,32,16,17,6392,0,1.29,223,4,254
27/11/2024,15:00:00,Bus_11,Clear,32,20,27,5772,1,1.91,213,1,15
26/11/2024,17:00:00,Bus_8,Foggy,31,7,15,5480,1,4.73,282,1,130
02/11/2024,21:00:00,Bus_6,Foggy,30,28,19,4545,0,4.63,41,5,61
05/11/2024,12:00:00,Bus_1,Foggy,10,2,18,4070,1,4.13,122,5,115
29/11/2024,22:00:00,Bus_1,Sunny,31,1,9,4850,1,1.08,227,2,460
05/11/2024,22:00:00,Bus_8,Sunny,19,19,16,7198,1,2.31,294,4,320
06/11/2024,18:00:00,Bus_5,Foggy,22,28,30,5939,0,3.51,88,2,308
19/11/2024,19:00:00,Bus_16,Sunny,13,4,12,4903,1,2.1,267,4,420
08/11/2024,10:00:00,Bus_11,Clear,14,24,12,3678,1,4.64,489,1,451
16/11/2024,15:00:00,Bus_5,Foggy,18,22,6,3988,0,3.54,29,2,325
13/11/2024,17:00:00,Bus_4,Sunny,16,27,26,5475,1,1.29,495,5,67
01/11/2024,05:00:00,Bus_6,Cloudy,22,2,9,4607,1,4.64,247,2,249
22/11/2024,10:00:00,Bus_14,Foggy,32,25,1,5869,0,4.83,316,2,175
20/11/2024,13:00:00,Bus_19,Foggy,11,14,3,4502,0,1.31,451,1,339
17/11/2024,12:00:00,Bus_9,Clear,20,2,24,4789,1,3.13,449,5,2
07/11/2024,15:00:00,Bus_12,Rainy,24,29,5,4425,1,2.21,244,5,172
25/11/2024,13:00:00,Bus_11,Rainy,31,15,23,5440,0,2.57,61,3,485
13/11/2024,21:00:00,Bus_14,Clear,25,12,17,5042,0,1.72,147,3,448
04/11/2024,16:00:00,Bus_16,Clear,9,5,22,4278,1,3.31,174,3,465
04/11/2024,18:00:00,Bus_1,Clear,31,28,5,5594,1,4.83,433,1,334
06/11/2024,19:00:00,Bus_13,Rainy,18,20,28,7689,1,3.01,278,2,284
28/11/2024,20:00:00,Bus_13,Clear,33,29,29,5436,0,1.33,334,5,475
19/11/2024,05:00:00,Bus_2,Sunny,31,7,24,6803,1,3.48,369,5,54
29/11/2024,14:00:00,Bus_4,Foggy,18,24,22,5205,0,2.36,441,2,458
12/11/2024,12:00:00,Bus_6,Foggy,29,21,16,4027,0,4.42,379,5,67
22/11/2024,22:00:00,Bus_5,Cloudy,32,10,13,6539,0,2.74,142,2,420
07/11/2024,05:00:00,Bus_3,Cloudy,10,14,23,6483,1,1.77,44,1,102
27/11/2024,06:00:00,Bus_1,Foggy,17,14,10,5241,1,1.76,144,1,120
10/11/2024,05:00:00,Bus_4,Sunny,30,5,25,5765,1,4.08,353,1,191
26/11/2024,05:00:00,Bus_2,Rainy,21,18,30,4173,0,2.06,333,2,409
19/11/2024,13:00:00,Bus_5,Rainy,33,24,18,6230,1,4.07,486,2,470
07/11/2024,17:00:00,Bus_3,Sunny,24,14,29,6350,0,1.82,497,4,304
30/11/2024,05:00:00,Bus_9,Rainy,26,2,1,7911,0,2.29,396,5,423
03/11/2024,17:00:00,Bus_6,Clear,27,26,27,3403,0,2.86,55,5,47
13/11/2024,11:00:00,Bus_18,Foggy,20,12,2,7988,0,4.77,307,4,222
13/11/2024,06:00:00,Bus_6,Foggy,16,22,10,5725,0,4.73,358,4,21
18/11/2024,10:00:00,Bus_19,Sunny,25,24,5,6382,0,1.83,423,1,158
28/11/2024,11:00:00,Bus_12,Rainy,23,6,28,7163,1,2.43,417,4,348
30/11/2024,18:00:00,Bus_11,Cloudy,18,4,13,3087,0,1.6,161,2,159
26/11/2024,22:00:00,Bus_2,Cloudy,23,13,18,4158,1,3.04,285,3,377
20/11/2024,19:00:00,Bus_15,Rainy,23,4,25,7273,0,2.84,325,2,372
28/11/2024,06:00:00,Bus_12,Cloudy,31,22,15,5857,1,4.6,198,4,410
08/11/2024,14:00:00,Bus_12,Sunny,15,14,20,4381,1,4.72,159,5,235
29/11/2024,16:00:00,Bus_9,Sunny,21,16,21,7681,1,2.53,80,2,150
09/11/2024,21:00:00,Bus_2,Rainy,25,29,23,5064,1,2.97,31,5,405
07/11/2024,12:00:00,Bus_3,Cloudy,17,4,6,5374,0,4.58,473,2,257
01/11/2024,15:00:00,Bus_12,Sunny,16,24,29,3317,0,4.23,112,5,165
03/11/2024,07:00:00,Bus_16,Sunny,28,25,26,4502,0,1.01,46,2,77
13/11/2024,10:00:00,Bus_1,Clear,34,1,7,5042,0,2.28,353,5,85
28/11/2024,13:00:00,Bus_3,Clear,35,13,18,7598,1,2.69,205,3,46
30/11/2024,10:00:00,Bus_2,Sunny,29,4,19,5022,1,1.92,52,1,393
25/11/2024,13:00:00,Bus_9,Rainy,26,20,15,3118,1,1.8,138,2,401
28/11/2024,11:00:00,Bus_19,Foggy,21,18,21,3709,0,1.15,472,3,47
17/11/2024,13:00:00,Bus_15,Foggy,24,6,26,6557,1,3.57,74,1,213
25/11/2024,22:00:00,Bus_18,Sunny,17,3,6,7140,0,2.05,41,2,479
24/11/2024,16:00:00,Bus_11,Sunny,20,23,8,7409,1,1.21,479,3,487
01/11/2024,12:00:00,Bus_16,Sunny,20,13,12,6250,1,1.92,77,3,59
06/11/2024,12:00:00,Bus_17,Rainy,14,27,0,3417,1,4.21,387,3,54
21/11/2024,22:00:00,Bus_5,Clear,27,16,28,5603,1,4.41,187,4,342
06/11/2024,19:00:00,Bus_12,Sunny,15,27,30,6854,1,2.93,370,5,12
26/11/2024,11:00:00,Bus_11,Sunny,33,5,7,4101,0,2.66,52,1,192
12/11/2024,15:00:00,Bus_15,Cloudy,11,4,23,7421,1,4.91,418,5,6
13/11/2024,20:00:00,Bus_3,Rainy,24,21,21,6428,0,1.8,433,5,309
13/11/2024,08:00:00,Bus_1,Sunny,26,8,3,5261,0,1.86,412,5,144
29/11/2024,10:00:00,Bus_16,Cloudy,24,19,2,7169,0,2.17,467,3,346
15/11/2024,07:00:00,Bus_2,Foggy,31,14,26,6634,0,1.69,87,5,261
21/11/2024,13:00:00,Bus_2,Sunny,15,7,2,3508,0,2.52,109,4,73
16/11/2024,14:00:00,Bus_3,Sunny,12,14,21,5379,0,4.64,480,2,174
22/11/2024,18:00:00,Bus_8,Cloudy,35,6,12,6164,0,3.46,397,3,232
21/11/2024,15:00:00,Bus_15,Rainy,33,12,7,3687,0,2.65,225,1,270
11/11/2024,22:00:00,Bus_7,Sunny,16,16,6,7752,1,4.74,482,2,428
28/11/2024,16:00:00,Bus_6,Foggy,21,17,26,4292,1,1.19,481,2,447
05/11/2024,16:00:00,Bus_9,Sunny,21,13,0,6905,0,1.84,248,2,362
04/11/2024,17:00:00,Bus_1,Foggy,25,23,26,6075,0,3.26,69,5,222
03/11/2024,17:00:00,Bus_8,Clear,25,14,15,6209,0,3.46,120,5,52
19/11/2024,18:00:00,Bus_3,Clear,13,29,5,3324,1,1.16,67,3,116
20/11/2024,08:00:00,Bus_4,Foggy,14,7,6,4993,1,2.61,61,5,26
25/11/2024,17:00:00,Bus_15,Rainy,27,14,11,6976,0,3.6,444,5,53
18/11/2024,12:00:00,Bus_6,Sunny,21,15,22,7812,0,3.79,327,5,365
15/11/2024,16:00:00,Bus_15,Sunny,33,12,8,5770,1,3.55,408,3,29
09/11/2024,22:00:00,Bus_3,Clear,34,17,26,7372,1,2.28,191,3,19
17/11/2024,10:00:00,Bus_14,Foggy,22,9,10,5583,0,1.37,470,4,303
14/11/2024,22:00:00,Bus_14,Sunny,30,22,9,6557,0,2.71,493,4,392
15/11/2024,09:00:00,Bus_4,Sunny,12,15,20,6587,0,1.52,189,4,279
01/11/2024,13:00:00,Bus_12,Rainy,15,12,0,3151,0,4.79,151,4,117
21/11/2024,07:00:00,Bus_17,Cloudy,16,2,17,3954,1,2.9,286,2,106
22/11/2024,14:00:00,Bus_7,Clear,33,5,30,7354,1,2.27,444,2,419
22/11/2024,07:00:00,Bus_9,Clear,21,13,3,5371,0,4.07,402,4,479
03/11/2024,19:00:00,Bus_3,Cloudy,35,27,4,7964,0,2.99,96,4,309
16/11/2024,05:00:00,Bus_13,Sunny,14,20,8,4191,0,2.24,312,1,227
23/11/2024,11:00:00,Bus_15,Rainy,14,23,26,3687,1,4.25,309,2,352
25/11/2024,16:00:00,Bus_18,Rainy,32,8,30,3309,0,4.47,263,1,186
11/11/2024,21:00:00,Bus_19,Clear,29,27,16,4502,0,3.69,97,1,261
12/11/2024,09:00:00,Bus_1,Rainy,11,14,2,6127,0,1.19,453,5,16
10/11/2024,08:00:00,Bus_6,Cloudy,11,15,15,7568,1,3.27,113,3,273
16/11/2024,16:00:00,Bus_2,Sunny,21,11,4,6367,0,4.05,476,2,160
08/11/2024,22:00:00,Bus_14,Cloudy,30,1,15,6395,1,1.55,125,4,358
06/11/2024,21:00:00,Bus_6,Foggy,10,21,2,3813,0,1.91,456,4,250
12/11/2024,13:00:00,Bus_14,Clear,24,3,19,3845,0,4.53,463,3,224
24/11/2024,08:00:00,Bus_4,Rainy,30,17,14,4164,0,1.08,436,2,256
28/11/2024,06:00:00,Bus_8,Foggy,14,28,29,7762,1,4.01,132,4,180
21/11/2024,08:00:00,Bus_3,Rainy,16,19,2,4767,0,2.9,418,4,20
08/11/2024,06:00:00,Bus_19,Sunny,31,14,19,3354,0,2.79,453,5,112
26/11/2024,19:00:00,Bus_14,Sunny,16,22,13,4872,1,1.03,417,1,120
28/11/2024,06:00:00,Bus_17,Sunny,33,30,30,5024,1,4.28,121,4,194
04/11/2024,08:00:00,Bus_8,Rainy,14,23,15,5817,1,2.44,197,2,468
26/11/2024,10:00:00,Bus_14,Foggy,22,8,28,6832,0,3.16,294,3,111
08/11/2024,11:00:00,Bus_6,Sunny,11,13,28,7275,1,3.71,482,5,210
26/11/2024,14:00:00,Bus_16,Foggy,18,27,30,3065,0,3.81,122,2,1
